item_id,src_file,src_line,kind,heading_path,content,design_dest,actual_file,actual_line,verdict,note
B-1696,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,94,para,AbstractHttpRequestTestTemplate,アプリケーションプログラマが直接使用することはない。\ テストデータの書き方を変えたい場合など、自動テストフレームワークを拡張する際に用いる。\,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,94,KEPT,照合方法: para/admonition 冒頭（句点区切り）: アプリケーションプログラマが直接使用することはない。; after L94 に同テキスト存在
B-1697,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,98,heading,,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,53,KEPT,照合方法: heading タイトル全文: TestCaseInfo; after L53 に同テキスト存在
B-1698,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,100,para,TestCaseInfo,データシートに定義されたテストケース情報を格納するクラス。\ テストデータの書き方を変えたい場合は、本クラス及び前述のAbstractHttpRequestTestTemplateを継承する。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,100,KEPT,照合方法: para/admonition 冒頭（句点区切り）: データシートに定義されたテストケース情報を格納するクラス。; after L100 に同テキスト存在
B-1699,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,105,heading,,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,46,KEPT,照合方法: heading タイトル全文: HttpRequestTestSupport; after L46 に同テキスト存在
B-1700,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,107,para,HttpRequestTestSupport,リクエスト単体テスト用に用意されたスーパクラス。リクエスト単体テスト用のメソッドを用意している。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,107,KEPT,照合方法: para/admonition 冒頭（句点区切り）: リクエスト単体テスト用に用意されたスーパクラス。; after L107 に同テキスト存在
B-1701,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,111,heading,HttpRequestTestSupport,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,110,KEPT,照合方法: heading タイトル全文: データベース関連機能; after L110 に同テキスト存在
B-1702,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,113,para,HttpRequestTestSupport > データベース関連機能,データベースに関する機能は、DbAccessTestSupportクラスに委譲することで実現している。 詳細は、\ :doc:`02_DbAccessTest`\ を参照。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,113,KEPT,照合方法: para/admonition 冒頭（句点区切り）: データベースに関する機能は、DbAccessTestSupportクラスに委譲す; after L113 に同テキスト存在
B-1703,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,116,para,HttpRequestTestSupport > データベース関連機能,ただし、DbAccessTestSupportのうち以下のメソッドは、\ リクエスト単体テストでは不要であり、アプリケーションプログラマに誤解を与えないよう、\ 意図的に委譲していない。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,116,KEPT,照合方法: para/admonition 冒頭（句点区切り）: ただし、DbAccessTestSupportのうち以下のメソッドは、; after L116 に同テキスト存在
B-1704,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,120,para,HttpRequestTestSupport > データベース関連機能,"* public void beginTransactions() * public void commitTransactions() * public void endTransactions() * public void setThreadContextValues(String sheetName, Stri",A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,120,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * public void beginTransactions(); after L120 に同テキスト存在
B-1705,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,127,heading,HttpRequestTestSupport,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,126,KEPT,照合方法: heading タイトル全文: 事前準備補助機能; after L126 に同テキスト存在
B-1706,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,129,para,HttpRequestTestSupport > 事前準備補助機能,内蔵サーバへのリクエスト送信には、HttpRequestとExecutionContextのインスタンスが必要となる。\ HttpRequestTestSupportクラスでは、これらのオブジェクトを簡単に作成できるようメソッドを用意している。\,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,129,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 内蔵サーバへのリクエスト送信には、HttpRequestとExecutionCo; after L129 に同テキスト存在
B-1707,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,134,heading,HttpRequestTestSupport > 事前準備補助機能,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,46,KEPT,照合方法: heading タイトル全文: HttpRequest; after L46 に同テキスト存在
B-1708,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,136,code,HttpRequestTestSupport > 事前準備補助機能 > HttpRequest,,A-2-2,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1709,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,138,para,HttpRequestTestSupport > 事前準備補助機能 > HttpRequest,"HttpRequest createHttpRequest(String requestUri, Map<String, String[]> params)",A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,138,KEPT,照合方法: para/admonition 冒頭（句点区切り）: HttpRequest createHttpRequest(String req; after L138 に同テキスト存在
B-1710,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,141,para,HttpRequestTestSupport > 事前準備補助機能 > HttpRequest,引数には、以下の値を引き渡す。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,141,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 引数には、以下の値を引き渡す。; after L141 に同テキスト存在
B-1711,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,143,para,HttpRequestTestSupport > 事前準備補助機能 > HttpRequest,* テスト対象となるリクエストURI * 上記で取得したリクエストパラメータ,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,143,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * テスト対象となるリクエストURI; after L143 に同テキスト存在
B-1712,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,146,para,HttpRequestTestSupport > 事前準備補助機能 > HttpRequest,本メソッドでは、受け取ったリクエストURIとリクエストパラメータを元に\ HttpRequestインスタンスを生成し、HTTPメソッドをPOSTに設定した上で返却する。\ HttpRequestにリクエストパラメータやURI以外のデータを設定したい場合は、\ 本メソッド呼び出しにより取得したインスタンスに対してデータを,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,146,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 本メソッドでは、受け取ったリクエストURIとリクエストパラメータを元に; after L146 に同テキスト存在
B-1713,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,153,heading,HttpRequestTestSupport > 事前準備補助機能,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,129,KEPT,照合方法: heading タイトル全文: ExecutionContext; after L129 に同テキスト存在
B-1714,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,155,para,HttpRequestTestSupport > 事前準備補助機能 > ExecutionContext,ExecutionContextインスタンスを生成する。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,155,KEPT,照合方法: para/admonition 冒頭（句点区切り）: ExecutionContextインスタンスを生成する。; after L155 に同テキスト存在
B-1715,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,158,code,HttpRequestTestSupport > 事前準備補助機能 > ExecutionContext,,A-2-2,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1716,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,160,para,HttpRequestTestSupport > 事前準備補助機能 > ExecutionContext,ExecutionContext createExecutionContext(String userId),A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,160,KEPT,照合方法: para/admonition 冒頭（句点区切り）: ExecutionContext createExecutionContext(; after L160 に同テキスト存在
B-1717,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,163,para,HttpRequestTestSupport > 事前準備補助機能 > ExecutionContext,引数にはユーザIDを指定する。指定したユーザIDはセッションに格納される。\ これにより、そのユーザIDでログインしている状態となる。\,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,163,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 引数にはユーザIDを指定する。; after L163 に同テキスト存在
B-1718,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,173,heading,HttpRequestTestSupport > 事前準備補助機能,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,172,KEPT,照合方法: heading タイトル全文: トークン発行; after L172 に同テキスト存在
B-1719,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,175,para,HttpRequestTestSupport > 事前準備補助機能 > トークン発行,2重サブミット防止を施しているURIに対するテストを行うには、\ テスト実行前にトークンを発行しセッションに設定しておく必要がある。\ HttpRequestTestSupportにある下記のメソッドを呼び出すことで、\ トークンの発行およびセッションへの格納が行われる。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,175,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 2重サブミット防止を施しているURIに対するテストを行うには、; after L175 に同テキスト存在
B-1720,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,180,code,HttpRequestTestSupport > 事前準備補助機能 > トークン発行,,A-2-2,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1721,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,182,para,HttpRequestTestSupport > 事前準備補助機能 > トークン発行,"void setValidToken(HttpRequest request, ExecutionContext context)",A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,182,KEPT,"照合方法: para/admonition 冒頭（句点区切り）: void setValidToken(HttpRequest request,; after L182 に同テキスト存在"
B-1722,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,185,para,HttpRequestTestSupport > 事前準備補助機能 > トークン発行,リクエスト単体実行時に、テストデータ上でトークンを設定するか否かを制御したい場合は、 以下のメソッドを使用する。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,185,KEPT,照合方法: para/admonition 冒頭（句点区切り）: リクエスト単体実行時に、テストデータ上でトークンを設定するか否かを制御したい場合; after L185 に同テキスト存在
B-1723,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,188,code,HttpRequestTestSupport > 事前準備補助機能 > トークン発行,,A-2-2,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1724,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,190,para,HttpRequestTestSupport > 事前準備補助機能 > トークン発行,"void setToken(HttpRequest request, ExecutionContext context, boolean valid)",A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,190,KEPT,"照合方法: para/admonition 冒頭（句点区切り）: void setToken(HttpRequest request, Execu; after L190 に同テキスト存在"
B-1725,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,193,para,HttpRequestTestSupport > 事前準備補助機能 > トークン発行,第3引数がbooleanになっており、真の場合は前述のsetValidTokenと同じ動作となる。 偽の場合は、セッションからトークン情報が除去される。以下のように使用することで、 テストクラスにトークンを設定するかどうかの分岐処理を書かなくてすむ。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,193,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 第3引数がbooleanになっており、真の場合は前述のsetValidToken; after L193 に同テキスト存在
B-1726,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,198,code,HttpRequestTestSupport > 事前準備補助機能 > トークン発行,"// 【説明】テストデータから取得したものとする。
String isTokenValid;
// 【説明】""true""の場合はトークンが設定される。",A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,200,KEPT,照合方法: code 冒頭行: // 【説明】テストデータから取得したものとする。; after L200 に同テキスト存在
B-1727,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,209,heading,,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,176,KEPT,照合方法: heading タイトル全文: 実行; after L176 に同テキスト存在
B-1728,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,211,para,実行,HttpRequestTestSupportにある下記のメソッドを呼び出すことで、\ 内蔵サーバが起動されリクエストが送信される。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,177,KEPT,照合方法: para/admonition 冒頭（句点区切り）: HttpRequestTestSupportにある下記のメソッドを呼び出すことで; after L177 に同テキスト存在
B-1729,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,214,code,実行,,A-2-2,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1730,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,216,para,実行,"HttpResponse execute(String caseName, HttpRequest req, ExecutionContext ctx)",A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,216,KEPT,"照合方法: para/admonition 冒頭（句点区切り）: HttpResponse execute(String caseName, Ht; after L216 に同テキスト存在"
B-1731,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,219,para,実行,引数には以下の値を引き渡す。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,219,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 引数には以下の値を引き渡す。; after L219 に同テキスト存在
B-1732,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,221,para,実行,* テストケース説明 * HttpRequest * ExectionContext,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,221,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * テストケース説明; after L221 に同テキスト存在
B-1733,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,225,para,実行,テストケース説明は、HTMLダンプ出力時のファイル名に使用される。 詳細は :ref:`dump-dir-label` を参照。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,225,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テストケース説明は、HTMLダンプ出力時のファイル名に使用される。; after L225 に同テキスト存在
B-1734,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,233,heading,実行,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,232,KEPT,照合方法: heading タイトル全文: システムリポジトリの初期化; after L232 に同テキスト存在
B-1735,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,235,para,実行 > システムリポジトリの初期化,executeメソッド内部では、システムリポジトリの再初期化を行っている。\ これにより、クラス単体テストとリクエスト単体テストで設定を分けずに連続実行できる。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,235,KEPT,照合方法: para/admonition 冒頭（句点区切り）: executeメソッド内部では、システムリポジトリの再初期化を行っている。; after L235 に同テキスト存在
B-1736,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,238,para,実行 > システムリポジトリの初期化,* 現在のシステムリポジトリの状態をバックアップ * テスト対象のウェブアプリケーションのコンポーネント設定ファイルを用いてシステムリポジトリを再初期化 * executeメソッド終了時に、バックアップしたシステムリポジトリを復元する。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,238,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * 現在のシステムリポジトリの状態をバックアップ; after L238 に同テキスト存在
B-1737,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,243,para,実行 > システムリポジトリの初期化,テスト対象のウェブアプリケーションに関する設定については、\ :ref:`howToConfigureRequestUnitTestEnv`\ を参照。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,243,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テスト対象のウェブアプリケーションに関する設定については、; after L243 に同テキスト存在
B-1738,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,249,heading,,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,248,KEPT,照合方法: heading タイトル全文: 結果確認; after L248 に同テキスト存在
B-1739,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,253,heading,結果確認,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,252,KEPT,照合方法: heading タイトル全文: メッセージ; after L252 に同テキスト存在
B-1740,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,255,para,結果確認 > メッセージ,HttpRequestTestSupportにある下記のメソッドを呼び出すことで、\ アプリケーション例外に格納されたメッセージが想定通りであることを確認する。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,177,KEPT,照合方法: para/admonition 冒頭（句点区切り）: HttpRequestTestSupportにある下記のメソッドを呼び出すことで; after L177 に同テキスト存在
B-1741,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,258,code,結果確認 > メッセージ,,A-2-2,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1742,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,261,para,結果確認 > メッセージ,"void assertApplicationMessageId(String expectedCommaSeparated, ExecutionContext actual);",A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,261,KEPT,照合方法: para/admonition 冒頭（句点区切り）: void assertApplicationMessageId(String e; after L261 に同テキスト存在
B-1743,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,264,para,結果確認 > メッセージ,引数には、以下の値を引き渡す。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,141,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 引数には、以下の値を引き渡す。; after L141 に同テキスト存在
B-1744,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,266,para,結果確認 > メッセージ,* 期待するメッセージ（複数ある場合はカンマ区切りで指定する。） * 先に作成したExectionContext,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,266,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * 期待するメッセージ（複数ある場合はカンマ区切りで指定する。; after L266 に同テキスト存在
B-1745,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,270,para,結果確認 > メッセージ,例外が発生しなかった場合や、アプリケーション例外以外の例外が発生した場合は、\ アサート失敗となる。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,270,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 例外が発生しなかった場合や、アプリケーション例外以外の例外が発生した場合は、; after L270 に同テキスト存在
B-1746,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,274,admonition,結果確認 > メッセージ,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,71,KEPT,照合方法: para/admonition 冒頭（句点区切り）: tip; after L71 に同テキスト存在
B-1747,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,275,para,結果確認 > メッセージ,メッセージIDの比較はIDをソートした状態で行うので、テストデータを記載する際に 順序を気にする必要はない。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,275,KEPT,照合方法: para/admonition 冒頭（句点区切り）: メッセージIDの比較はIDをソートした状態で行うので、テストデータを記載する際に; after L275 に同テキスト存在
B-1748,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,281,heading,,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,225,KEPT,照合方法: heading タイトル全文: HTMLダンプ出力; after L225 に同テキスト存在
B-1749,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,286,heading,HTMLダンプ出力,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,285,KEPT,照合方法: heading タイトル全文: HTMLダンプ出力ディレクトリ; after L285 に同テキスト存在
B-1750,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,288,para,HTMLダンプ出力 > HTMLダンプ出力ディレクトリ,テストを実行すると、テスト用プロジェクトのルートディレクトリにtmp/html_dumpディレクトリが作成される。 その配下にテストクラス毎に同名のディレクトリが作成され、 そのテストクラスで実行されたテストケース説明と同名のHTMLダンプファイルが出力される。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,288,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テストを実行すると、テスト用プロジェクトのルートディレクトリにtmp/html_; after L288 に同テキスト存在
B-1751,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,292,para,HTMLダンプ出力 > HTMLダンプ出力ディレクトリ,また、HTMLダンプファイルが参照するHTMLリソース（スタイルシートや画像などのリソース）についても このディレクトリに出力されるので、このディレクトリを保存することで、どの環境でもHTMLを同じように参照できる。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,292,KEPT,照合方法: para/admonition 冒頭（句点区切り）: また、HTMLダンプファイルが参照するHTMLリソース（スタイルシートや画像など; after L292 に同テキスト存在
B-1752,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,295,para,HTMLダンプ出力 > HTMLダンプ出力ディレクトリ,* html_dumpディレクトリが既に存在する場合は、html_dump_bkという名前でバックアップされる。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,295,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * html_dumpディレクトリが既に存在する場合は、html_dump_bk; after L295 に同テキスト存在
B-1753,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,298,figure,HTMLダンプ出力 > HTMLダンプ出力ディレクトリ,./_images/htmlDumpDir.png,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,298,KEPT,照合方法: figure/image 冒頭; after L298 に同テキスト存在
B-1754,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,305,heading,HTMLダンプ出力,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,304,KEPT,照合方法: heading タイトル全文: 各種設定値; after L304 に同テキスト存在
B-1755,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,307,para,HTMLダンプ出力 > 各種設定値,環境設定に依存する設定値については、コンポーネント設定ファイルで変更できる。\ 設定可能な項目を以下に示す。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,307,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 環境設定に依存する設定値については、コンポーネント設定ファイルで変更できる。; after L307 に同テキスト存在
B-1756,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,311,heading,,,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,310,KEPT,照合方法: heading タイトル全文: コンポーネント設定ファイル設定項目一覧; after L310 に同テキスト存在
B-1757,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,313,table,コンポーネント設定ファイル設定項目一覧,設定項目名 | 説明 | デフォルト値,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,314,KEPT,照合方法: table 先頭セル: 設定項目名; after L314 に同テキスト存在
B-1758,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,397,para,コンポーネント設定ファイル設定項目一覧,PJ共通のwebモジュールが存在する場合、このプロパティにカンマ区切りでディレクトリを設定する。 複数指定された場合、先頭から順にリソースが読み込まれる。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,397,KEPT,照合方法: para/admonition 冒頭（句点区切り）: PJ共通のwebモジュールが存在する場合、このプロパティにカンマ区切りでディレク; after L397 に同テキスト存在
B-1759,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,400,para,コンポーネント設定ファイル設定項目一覧,以下に例を示す。,A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,400,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 以下に例を示す。; after L400 に同テキスト存在
B-1760,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,402,code,コンポーネント設定ファイル設定項目一覧,"<component name=""httpTestConfiguration"" class=""nablarch.test.core.http.HttpTestConfiguration"">
<property name=""webBaseDir"" value=""/path/to/web-a/,/path/to/web-c",A-2-2,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_RequestUnitTest.rst,404,KEPT,"照合方法: code 冒頭行: <component name=""httpTestConfiguration"" class=""nab; after L404 に同テキスト存在"
