# 生成: detect_term_variants.py scan (--terms .rn/20260724-ntf-yaml-support/mapping/tools/term_candidates.tsv)
# コーパス: current,input,fw,design
# 基準コミット(current): c24190607fef5d76c607aa08b36d2ab2f813efe5
category	canonical	surface	corpus	count	files	locations
テストの種類	リクエスト単体テスト	リクエスト単体テスト	input	14	3	.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:419;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:420;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:421;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:422;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:423;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:424;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:443;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:451;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:473;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:487;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:500;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:511;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md:74;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md:7
テストの種類	リクエスト単体テスト	リクエスト単体テスト	fw	6	3	ja/application_framework/application_framework/blank_project/MavenModuleStructures/index.rst:186;ja/application_framework/application_framework/blank_project/MavenModuleStructures/index.rst:456;ja/application_framework/application_framework/handlers/web/csrf_token_verification_handler.rst:155;ja/application_framework/application_framework/handlers/web/csrf_token_verification_handler.rst:158;ja/application_framework/application_framework/handlers/web/hot_deploy_handler.rst:26
テストの種類	リクエスト単体テスト	リクエスト単体テスト	design	5	1	.rn/20260724-ntf-yaml-support/design.md:30;.rn/20260724-ntf-yaml-support/design.md:31;.rn/20260724-ntf-yaml-support/design.md:43;.rn/20260724-ntf-yaml-support/design.md:64;.rn/20260724-ntf-yaml-support/design.md:117
テストの種類	取引単体テスト	取引単体テスト	current	40	10	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/double_transmission.rst:9;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/double_transmission.rst:25;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/double_transmission.rst:28;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/batch.rst:2;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/batch.rst:5;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/delayed_receive.rst:2;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/delayed_receive.rst:5;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/delayed_send.rst:2;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/delayed_send.rst:5;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/http_send_sync.rst:4;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/http_send_sync.rst:7;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/http_send_sync.rst:9;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/http_send_sync.rst:17;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/http_send_sync.rst:25;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/http_send_sync.rst:57;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/index.rst:4;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/index.rst:7;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/real.rst:2;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/real.rst:6;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/real.rst:9;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/real.rst:10;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/real.rst:12;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/rest.rst:2;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/rest.rst:5;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/rest.rst:7;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/rest.rst:9;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/rest.rst:40;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/rest.rst:58;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:4;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:7;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:9;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:17;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:28;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:42;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:48;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:68;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:281;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:289;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:338;ja/development_tools/testing_framework/guide/development_guide/08_TestTools/02_MasterDataSetup/01_MasterDataSetupTool.rst:62
テストの種類	取引単体テスト	取引単体テスト	input	1	1	.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:425
テストの種類	取引単体テスト	取引単体テスト	fw	0	0	
テストの種類	取引単体テスト	取引単体テスト	design	5	1	.rn/20260724-ntf-yaml-support/design.md:31;.rn/20260724-ntf-yaml-support/design.md:44;.rn/20260724-ntf-yaml-support/design.md:46;.rn/20260724-ntf-yaml-support/design.md:124;.rn/20260724-ntf-yaml-support/design.md:259
テストの種類	エンティティ単体テスト	エンティティ単体テスト	current	0	0	
テストの種類	エンティティ単体テスト	エンティティ単体テスト	input	0	0	
テストの種類	エンティティ単体テスト	エンティティ単体テスト	fw	0	0	
テストの種類	エンティティ単体テスト	エンティティ単体テスト	design	1	1	.rn/20260724-ntf-yaml-support/design.md:115
テストの種類	エンティティ単体テスト	Form/Entity単体テスト	current	4	2	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst:14;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst:37;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:14;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:38
テストの種類	エンティティ単体テスト	Form/Entity単体テスト	input	0	0	
テストの種類	エンティティ単体テスト	Form/Entity単体テスト	fw	0	0	
テストの種類	エンティティ単体テスト	Form/Entity単体テスト	design	0	0	
テストの種類	エンティティ単体テスト	Form/Entityの単体テスト	current	1	1	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/index.rst:4
テストの種類	エンティティ単体テスト	Form/Entityの単体テスト	input	0	0	
テストの種類	エンティティ単体テスト	Form/Entityの単体テスト	fw	0	0	
テストの種類	エンティティ単体テスト	Form/Entityの単体テスト	design	0	0	
テストの種類	エンティティ単体テスト	Form単体テスト	current	5	2	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst:6;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst:7;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst:497;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:6;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:477
テストの種類	エンティティ単体テスト	Form単体テスト	input	0	0	
テストの種類	エンティティ単体テスト	Form単体テスト	fw	0	0	
テストの種類	エンティティ単体テスト	Form単体テスト	design	0	0	
テストの種類	エンティティ単体テスト	Entity単体テスト	current	5	2	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst:6;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst:587;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:6;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:7;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:574
テストの種類	エンティティ単体テスト	Entity単体テスト	input	0	0	
テストの種類	エンティティ単体テスト	Entity単体テスト	fw	0	0	
テストの種類	エンティティ単体テスト	Entity単体テスト	design	0	0	
テストの種類	コンポーネント単体テスト	コンポーネント単体テスト	current	0	0	
テストの種類	コンポーネント単体テスト	コンポーネント単体テスト	input	0	0	
テストの種類	コンポーネント単体テスト	コンポーネント単体テスト	fw	0	0	
テストの種類	コンポーネント単体テスト	コンポーネント単体テスト	design	1	1	.rn/20260724-ntf-yaml-support/design.md:116
テストの種類	コンポーネント単体テスト	Action/Component単体テスト	current	1	1	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/02_componentUnitTest.rst:10
テストの種類	コンポーネント単体テスト	Action/Component単体テスト	input	0	0	
テストの種類	コンポーネント単体テスト	Action/Component単体テスト	fw	0	0	
テストの種類	コンポーネント単体テスト	Action/Component単体テスト	design	0	0	
テストの種類	コンポーネント単体テスト	Action/Componentのクラス単体テスト	current	2	1	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/02_componentUnitTest.rst:4;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/02_componentUnitTest.rst:6
テストの種類	コンポーネント単体テスト	Action/Componentのクラス単体テスト	input	0	0	
テストの種類	コンポーネント単体テスト	Action/Componentのクラス単体テスト	fw	0	0	
テストの種類	コンポーネント単体テスト	Action/Componentのクラス単体テスト	design	0	0	
テストの種類	コンポーネント単体テスト	Action単体テスト	current	1	1	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/02_componentUnitTest.rst:7
テストの種類	コンポーネント単体テスト	Action単体テスト	input	0	0	
テストの種類	コンポーネント単体テスト	Action単体テスト	fw	0	0	
テストの種類	コンポーネント単体テスト	Action単体テスト	design	0	0	
テストの種類	コンポーネント単体テスト	Component単体テスト	current	2	1	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/02_componentUnitTest.rst:6;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/02_componentUnitTest.rst:57
テストの種類	コンポーネント単体テスト	Component単体テスト	input	0	0	
テストの種類	コンポーネント単体テスト	Component単体テスト	fw	0	0	
テストの種類	コンポーネント単体テスト	Component単体テスト	design	0	0	
テストの種類	データベースを使用するクラスのテスト	データベースを使用するクラスのテスト	current	1	1	ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst:2
テストの種類	データベースを使用するクラスのテスト	データベースを使用するクラスのテスト	input	0	0	
テストの種類	データベースを使用するクラスのテスト	データベースを使用するクラスのテスト	fw	0	0	
テストの種類	データベースを使用するクラスのテスト	データベースを使用するクラスのテスト	design	0	0	
テストの種類	データベースを使用するクラスのテスト	DBアクセステスト	current	0	0	
テストの種類	データベースを使用するクラスのテスト	DBアクセステスト	input	0	0	
テストの種類	データベースを使用するクラスのテスト	DBアクセステスト	fw	0	0	
テストの種類	データベースを使用するクラスのテスト	DBアクセステスト	design	0	0	
テストの種類	データベースを使用するクラスのテスト	DB アクセステスト	current	0	0	
テストの種類	データベースを使用するクラスのテスト	DB アクセステスト	input	1	1	.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:427
テストの種類	データベースを使用するクラスのテスト	DB アクセステスト	fw	0	0	
テストの種類	データベースを使用するクラスのテスト	DB アクセステスト	design	0	0	
バリデーション	バリデーション	バリデーション	current	6	2	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst:731;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:381;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:385;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:387;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:514;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst:517
バリデーション	バリデーション	バリデーション	input	2	1	.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md:260;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md:261
