mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0195,current-0195,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,538,543,データベースを使用するクラスのテスト > 注意点 > クラス単体テストにおける登録・更新系テストの注意点,6,user,第3部 テストの実装方法,コンポーネント単体テスト,使用方法,MOVE,登録・更新系テストではThreadContextにリクエストID・ユーザIDの設定が必要（自動設定項目利用時）、デフォルト以外のトランザクションを使う場合はフレームワークにトランザクション制御させる設定が必要という、テスト実行前の準備手順の注意点。記法ではなく実施手順の説明のためコンポーネント単体テストの使用方法へMOVE。
current-0196,current-0196,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,546,548,データベースを使用するクラスのテスト > 注意点 > 外部キーが設定されたテーブルにデータをセットアップしたい,3,user,第3部 テストの実装方法,コンポーネント単体テスト,使用方法,REFERENCE,外部キーが設定されたテーブルへのデータセットアップは:ref:`master_data_backup`と同じ機能（親子関係判断による削除・登録）を使う旨を述べ、詳細は:ref:`MasterDataRestore-fk_key`（マスタデータ復旧機能）を参照させる導線のみの短い節。current-0135/0136と同型の参照のみの節のためREFERENCEとし、コンポーネント単体テストの使用方法へ割り当てる。
current-0197,current-0197,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,551,554,データベースを使用するクラスのテスト > 注意点 > Excelファイルに記述できるカラムのデータ型に関する注意点,4,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,Excelファイルのテストデータとして記述できるカラムのデータ型はSqlPStatementが対応する型に限られ、それ以外（Oracle ROWID、PostgreSQL OID等）は記述できないという、テストデータとして書けるデータ型の制約を示す記法上の注意。純粋なテストデータ記法のためテストデータの書き方ページへMOVE。
input-0019,input-0019,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,278,295,NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧） > testShots カラム一覧（バッチ処理）,18,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,バッチ処理向けtestShotsの全12カラム（no/description/expectedStatusCode/diConfig/requestPath/userId/setUpTable/setUpFile/expectedTable/expectedFile/expectedLog/args[n]）の一覧表。出典の06_TestFWGuide/RequestUnitTest_batch.rstおよび05_UnitTestGuide/02_RequestUnitTest/batch.rstはbatch-01〜09いずれの現行解説書処理でも未着手（今後のバッチで処理予定）のため重複なし。testShotsはウェブアプリケーション版（batch-01のcurrent-0081）と同じくテストデータの記法であり同一のテストデータの書き方ページへMOVE。
input-0020,input-0020,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,297,311,NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧） > testShots カラム一覧（メッセージング受信）,15,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,メッセージング受信処理向けtestShotsの9カラム（no/description/expectedStatusCode/diConfig/requestPath/userId/setUpTable/expectedTable/expectedLog）の一覧表。出典のRequestUnitTest_real.rst/real.rstは未処理のため重複なし。バッチ処理版（input-0019）と同型の記法のため同じくテストデータの書き方ページへMOVE。
input-0021,input-0021,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,313,324,NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧） > ログ検証（expectedLog）,12,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,LIST_MAP=expectedLogMessagesとして定義するログ検証用データの2カラム（logLevel・message1／message2など複数設定可能な文言カラム）の記法。出典のRequestUnitTest_batch.rstは未処理で重複なし。expectedLogカラム自体はinput-0019/0020のtestShots表にも登場する関連記法のため同じくテストデータの書き方ページへMOVE。
input-0022,input-0022,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,328,340,NTF 解説書（v6）用語リファレンス > メッセージング > 基本用語,13,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,電文・要求電文・応答電文・電文種別・フレームワーク制御ヘッダ・メッセージボディという一般的なメッセージング処理の用語と、setUpMessages/expectedMessages（メッセージング受信テストの固定ID）・no（電文内の連番フィールド）というNTF固有用語を混在させた定義表。batch-08で扱ったntf-testdata-doc.mdのメッセージングテストデータ記法（7.1〜7.10）はこれらの用語を前提として使うのみで定義自体は与えておらず重複しない。後続のメッセージデータ構造説明を読むための前提語彙のためテストデータの書き方ページへMERGE。
input-0023,input-0023,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,342,363,NTF 解説書（v6）用語リファレンス > メッセージング > メッセージデータ構造（受信: setUpMessages / expectedMessages）,22,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,MESSAGE=setUpMessagesまたはMESSAGE=expectedMessagesの記法仕様。ディレクティブ行（text-encoding・record-separator・requestId・file-type）とメッセージボディの行構造（フィールド名称行・データ型行・フィールド長行・実データ行）を説明。batch-06のinput-0016（ファイルデータ向けディレクティブ表）とは対象データ型が異なり重複しない新規のメッセージ向け記法情報のためMERGE。末尾のFwHeaderDefinition/fwHeaderDefinitionコンポーネント登録に関する記述はコンポーネント設定寄りの話題だが記法説明が主眼の節内の付随言及のため分割せずまとめてテストデータの書き方ページへ含める（要確認・分割候補）。
input-0024,input-0024,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,365,382,NTF 解説書（v6）用語リファレンス > メッセージング > メッセージデータタイプ（同期応答メッセージ送信）,18,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,同期応答メッセージ送信テストのデータタイプ4種（EXPECTED_REQUEST_HEADER_MESSAGES/EXPECTED_REQUEST_BODY_MESSAGES/RESPONSE_HEADER_MESSAGES/RESPONSE_BODY_MESSAGES）の用途表と、グループID付き書式例・電文データの行構造・ディレクティブ記載不要項目（file-type・record-length）を説明。出典のRequestUnitTest_send_sync.rstは未処理で重複なし。データタイプ一覧はDB系（batch-06のinput-0012）と同種の記法情報のため同じくテストデータの書き方ページへMOVE。
input-0025,input-0025,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,384,391,NTF 解説書（v6）用語リファレンス > メッセージング > 障害系テスト用特殊値,8,user,,,,DROP,応答電文の最初のフィールドに設定するerrorMode:timeout（MessageSendSyncTimeoutException）・errorMode:msgException（MessagingException）という障害シミュレーション用特殊値の説明。batch-08のinput-0141「7.4 no行（フィールド名称行）とerrorMode」がerrorMode:timeout/msgExceptionの挙動（response系・MockMessaging経路限定でRequestTestingSendSyncSupport経路では使用されない旨を含む）をより詳しく説明済みで完全に重複するためDROP。
input-0026,input-0026,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,393,397,NTF 解説書（v6）用語リファレンス > メッセージング > 制約事項（同期応答メッセージ送信）,5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,フィールド名称の重複禁止・複数レコード電文でのヘッダと本文の交互記載・expectedMessageまたはresponseMessageが空欄で送信された場合にテスト失敗となる旨の3制約。batch-08のinput-0140「7.3 HEADER/BODY MESSAGESの構造と件数制約」はエントリ数一致制約と文字列長一致制約を扱っており本節の3制約とは対象が異なり重複しないためMERGE。
input-0027,input-0027,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,399,411,NTF 解説書（v6）用語リファレンス > メッセージング > HTTP 同期応答メッセージ送信の用語読み替え,13,user,第3部 テストの実装方法,リクエスト単体テスト（HTTPメッセージング）,使用方法,MERGE,「同期応答メッセージ送信」との差分のみを示す節で、MockMessagingContext→MockMessagingClient・RequestTestingMessagingProvider→RequestTestingMessagingClientという用語読み替え表。出典のRequestUnitTest_http_send_sync.rstは未処理で重複なし。読み替え元クラス（input-0034参照）はMOMによるメッセージング処理方式のクラスであり、読み替え表自体はHTTPメッセージング処理方式固有の情報のためリクエスト単体テスト（HTTPメッセージング）ページの使用方法へMERGE。
input-0028,input-0028,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,415,426,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > テスト種別の正式名称,12,user,第1部 テスティングフレームワークとは,テスティングフレームワークとは,テストの種類,MERGE,クラス単体テスト・リクエスト単体テスト（ウェブアプリケーション/RESTfulウェブサービス/バッチ処理/メッセージ受信処理/同期応答メッセージ送信処理/HTTP同期応答メッセージ送信処理の6区分）・取引単体テストという正式名称と一行説明の一覧表。design.md第1部「テストの種類」が定めるクラス単体テスト/リクエスト単体テスト/取引単体テストの対比表を補う名称確定情報であり、既存解説書には未収載の新規情報のため第1部テスティングフレームワークとはページのテストの種類セクションへMERGE。
input-0029,input-0029,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,428,442,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > DB アクセステスト,15,user,,,,DROP,参照系テスト（SELECT/setUpDb/assertSqlResultSetEquals）と更新系テスト（INSERT・UPDATE・DELETE/commitTransactions必須/assertTableEquals）の分類表、およびsetUpDb・assertSqlResultSetEquals・assertTableEquals・commitTransactionsの4メソッド一覧表。batch-09が06_TestFWGuide/02_DbAccessTest.rstを処理済みで、current-0182（DbAccessTestSupport等の主なクラスとリソース表）・current-0192（setUpDbメソッドに関する注意点）・current-0193（assertTableEqualsメソッドに関する注意点）・current-0194（assertSqlResultSetEqualsメソッドに関する注意点）が同じ4メソッドの挙動をより詳細に説明済みで完全に重複するためDROP。
input-0030-a,input-0030,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,444,462,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（ウェブアプリケーション）の主要クラス,19,user,第3部 テストの実装方法,リクエスト単体テスト（ウェブアプリケーション）,使用方法,MERGE,DbAccessTestSupport・HttpServer・HttpRequestTestSupport・BasicHttpRequestTestTemplate・TestCaseInfoの主要クラス表、setUpDb/testShots/requestParamsのシート構成、HTMLダンプ出力先（tmp/html_dump）とファイル命名、htmlDumpDir等5項目のコンポーネント設定表を含む。シート構成はbatch-01のcurrent-0079〜0081・current-0085と、HTMLダンプ出力先はcurrent-0093とそれぞれ重複するが、主要クラス表とコンポーネント設定表は出典06_TestFWGuide/02_RequestUnitTest.rstが未処理のため新規情報であり、判断ルール5に従いセクション全体をリクエスト単体テスト（ウェブアプリケーション）ページの使用方法へMERGE。コンポーネント設定表は本来第2部の設定項目一覧に該当し得るが小節のため分割しない（要確認・分割候補）。 [3観点レビュー対応] 主なクラス表・シート構成・HTMLダンプ出力先の部分のみ。444-462行に範囲を縮小。
input-0030-b,input-0030,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,463,472,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（ウェブアプリケーション）の主要クラス,10,user,,,,DROP,実測: 「コンポーネント設定の主要項目」表（htmlDumpDir/webBaseDir/userIdSessionKey/dumpVariableItem/checkHtmlの5項目、デフォルト値付き）。current-0211（`02_RequestUnitTest.rst`312-415行、同じ5項目を含む14項目のより詳細な設定表、第2部リクエスト単体テストの設定（ウェブアプリケーション）使用方法へMOVE済み）と完全に重複する（デフォルト値も一致）ため判断ルール5によりDROP（[3観点レビュー対応]、重複先: current-0211。463-472行に分割）。
input-0031,input-0031,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,474,486,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（RESTful ウェブサービス）,13,user,,,,DROP,2026-07-28 batch-17でRequestUnitTest_rest.rstを処理した際に実際に読み比べて重複を確認したため、MOVEからDROPへ変更（batch-10時点の「出典未処理で重複なし」は暫定判断だった）。本行はRestTestSupport・SimpleRestTestSupport・RestMockHttpRequestの主要クラス表、get/post/put/patch/delete/newRequestによるリクエスト構築、assertStatusCode・readTextResourceによる結果検証と外部ライブラリ推奨、必須モジュール（nablarch-testing-rest等3件）という要約13行だが、出典のRequestUnitTest_rest.rstは同内容をそれぞれ実際のメソッドシグネチャ・引数・コード例・tip・ファイル配置表を伴うより詳細な形で持つ（主なクラス表: current-0309、モジュール一覧: current-0310、SimpleRestTestSupport: current-0313、RestTestSupport: current-0314、事前準備補助機能(リクエスト構築): current-0316、結果確認(assertStatusCode/readTextResource/外部ライブラリ推奨): current-0318）。判断ルール5に従い、より詳細な現行解説書側（current-0309/0310/0313/0314/0316/0318、いずれもbatch-17で使用方法または機能概要へMOVE済み）を残し、簡略な本行（input-0031）をDROPする。
input-0032,input-0032,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,488,499,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（バッチ処理）,12,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,StandaloneTestSupportTemplate・BatchRequestTestSupport・TestShot・MainForRequestTestingの主要クラス表と、常駐バッチテスト時にRequestThreadLoopHandlerをOneShotLoopHandlerへ変更する設定変更点を説明。出典のRequestUnitTest_batch.rstは未処理で重複なし。バッチ処理方式固有の内容のためリクエスト単体テスト（Nablarchバッチアプリケーション）ページの使用方法へMOVE。
input-0033,input-0033,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,501,510,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（メッセージ受信処理）,10,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,StandaloneTestSupportTemplate・TestShot・MessagingRequestTestSupport（同期応答メッセージ用）・MessagingReceiveTestSupport（応答不要メッセージ用）の主要クラス表。出典のRequestUnitTest_real.rstは未処理で重複なし。メッセージ受信処理はMOMによるメッセージングの受信側処理方式のためリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
input-0034,input-0034,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,512,525,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（同期応答メッセージ送信処理）,14,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,StandaloneTestSupportTemplate・AbstractHttpRequestTestTemplate・RequestTestingMessagingProvider・MessageSender・TestDataConvertor・MockMessagingContextの主要クラス表。出典のRequestUnitTest_send_sync.rstは未処理で重複なし。MockMessagingContext等はinput-0027のHTTP版読み替え表の読み替え元でありMOMによるメッセージングの同期応答送信処理方式のためリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
input-0035,input-0035,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,527,538,NTF 解説書（v6）用語リファレンス > その他のフレームワーク固有用語,12,user,第3部 テストの実装方法,リクエスト単体テスト（ウェブアプリケーション）,使用方法,MERGE,内蔵サーバ（HttpServer）・リクエストスコープ・BasicDefaultValues・FixedSystemTimeProvider・FastTableIdGenerator・nablarch.test.resource-root・BasicAdvice・beforeExecute()/afterExecute()の用語定義表。BasicDefaultValuesはbatch-09のcurrent-0191、FixedSystemTimeProviderはbatch-04のcurrent-0226、FastTableIdGeneratorはcurrent-0228、resource-rootはbatch-05のcurrent-0246、BasicAdvice#afterExecuteはcurrent-0241でそれぞれ設定方法や使用例が既に詳しく説明済みで重複するが、内蔵サーバとリクエストスコープは未収載の新規語彙のため判断ルール5に従いセクション全体をリクエスト単体テスト（ウェブアプリケーション）ページの使用方法へMERGE（内蔵サーバ・リクエストスコープとも同ページの主要クラス表現に関連する用語のため）。
current-0331,current-0331,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/index.rst,1,2,(冒頭),2,user,,,,DROP,本文は「.. _testFWGuide:」というRST内部アンカーラベルと空行のみで実体的な記述がない。新規ページ作成時に:refラベルを付与し直せば足りるため対応不要。判断ルール3によりDROP（batch-01のcurrent-0022/0076と同型）。
current-0332,current-0332,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/index.rst,6,22,自動テストフレームワークの使用方法,17,user,,,,DROP,「自動テストフレームワークの使用方法」という章題と、配下11ページ（01_Abstract/02_DbAccessTest/02_RequestUnitTest/RequestUnitTest_rest/RequestUnitTest_batch/RequestUnitTest_real/RequestUnitTest_send_sync/RequestUnitTest_http_send_sync/03_Tips/04_MasterDataRestore/JUnit5_Extension）へのtoctreeディレクティブのみで実体的な解説内容を持たない純粋なナビゲーションTOC。判断ルール3によりDROP（batch-01のcurrent-0023と同型）。配下各ページの実内容は個別のセクションとして今後のバッチで個別にマッピングされる想定。
current-0147,current-0147,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/real.rst,4,36,取引単体テストの実施方法（同期応答メッセージ受信処理),33,user,第3部 テストの実装方法,取引単体テスト（MOMによるメッセージング）,使用方法,MOVE,同期応答メッセージ受信処理では1リクエスト=1取引となることがほとんどで取引単体テストは不要だが、複数メッセージで取引が成立する場合はバッチと同様にリクエスト毎のテストを連続実行することで取引単体テストが実施可能である旨、スーパークラスがMessagingRequestTestSupportになる点、テストクラスのパッケージ・命名規則（<取引ID>Test）、コード例を含む。バッチの実施方法（doc:./batch）を参照する一文で締めるが、batch-04のcurrent-0135・batch-05のcurrent-0136（本ファイルreal.rstを参照先とする純粋な導線のみの節）とは異なり、いつ取引単体テストが不要かの判断基準・スーパークラスの違い・命名規則という実体的な手順情報を自ら持つため判断ルール6によりREFERENCEではなくMOVE。メッセージ受信処理はMOMによるメッセージングに属するため取引単体テスト（MOMによるメッセージング）ページの使用方法へMOVE（current-0135のREFERENCE先として整合）。
input-0058,input-0058,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,2,6,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > (L1直下),5,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,文書全体の導入文。メッセージング系データブロック（MESSAGE／SendSync期待値／sendSyncTestData配置／ステータスコードデフォルト）のExcel・YAML記法をケースごとに引く旨を説明。判断ルール1により後続の子セクション（7.1〜7.4）と同じdest_sectionへ。design.mdの「テストデータの記載例」ページ（用途別の実例をExcelとYAMLの対比で示す）の導入部としてMERGE。
input-0059,input-0059,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,8,10,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.1 MESSAGE セクション（メッセージ送受信） > (L2直下),3,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,「受信電文と応答電文を定義するケース」の導入文で、実データの参照先（MessageParserTest.xlsのtestParseシート）を示す。判断ルール1により子セクション（Excel／YAML／制約・補足）と同じdest_sectionへMERGE。
input-0060,input-0060,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,12,31,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.1 MESSAGE セクション（メッセージ送受信） > Excel,20,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,MESSAGE=requestMessages／responseMessagesのExcel記述例（ディレクティブ・FW制御ヘッダ・フィールド定義・データ行を含む）。7.1ケースの具体例として使用方法へMERGE。
input-0061,input-0061,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,33,62,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.1 MESSAGE セクション（メッセージ送受信） > YAML,30,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,同ケースのYAML記述例（messages:のdirectives／fw_header／records構造）。Excel例（input-0060）と対をなすYAML対比としてMERGE。
input-0062,input-0062,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,64,71,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.1 MESSAGE セクション（メッセージ送受信） > 制約・補足,8,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,ディレクティブ行の記述順・Excelフィールド名称行先頭セルの扱い・no列の除去・record_type値の内部固定化という4点の補足。最後の1点はbatch-08のinput-0147（ntf-testdata-doc.md 7.10）が抽象仕様として既に説明済みだが、design.mdが定める「書き方」（抽象仕様）と「記載例」（用途別実例）の意図的な2ページ構成上、記載例側で具体例に即した同じ制約を再掲するのは想定内のため分割せずMERGE。
input-0063,input-0063,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,73,75,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.2 要求電文・応答電文の期待値（SendSync メッセージング） > (L2直下),3,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,「バッチリクエスト単体テストで電文の送受信をテストするケース」の導入文で、実データの参照先（RequestTestingSendSyncSupportTest.xls）を示す。判断ルール1により子セクションと同じdest_sectionへMERGE。
input-0064,input-0064,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,77,90,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.2 要求電文・応答電文の期待値（SendSync メッセージング） > Excel,14,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,testShots（LIST_MAP）とEXPECTED_REQUEST_HEADER_MESSAGESのExcel記述例。7.2ケースの具体例として使用方法へMERGE。
input-0065,input-0065,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,92,121,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.2 要求電文・応答電文の期待値（SendSync メッセージング） > YAML,30,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,同ケースのYAML記述例（list_maps／expected_request_header_messages）。Excel例（input-0064）と対をなすYAML対比としてMERGE。
input-0066,input-0066,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,123,130,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.2 要求電文・応答電文の期待値（SendSync メッセージング） > 制約・補足,8,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,expectedMessage／responseMessageカラムとgroup_idの対応・id:はリクエストID・ヘッダとボディのエントリ数一致必須という4点の補足。最後の一致制約はbatch-08のinput-0140（7.3 HEADER／BODY MESSAGESの構造と件数制約）と同内容だが、記載例ページ側の具体例注釈であり書き方／記載例の意図的な2ページ構成上想定内のため分割せずMERGE。
input-0067,input-0067,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,132,134,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.3 sendSyncTestData の配置規則 > (L2直下),3,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,「テストデータファイルをsendSyncTestData/{requestId}/messageに配置するケース」の導入文。判断ルール1により子セクションと同じdest_sectionへMERGE。
input-0068,input-0068,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,136,142,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.3 sendSyncTestData の配置規則 > Excel,7,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,MESSAGE=sendSyncTestData/REQ001/messageのExcel記述例。7.3ケースの具体例として使用方法へMERGE。
input-0069,input-0069,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,144,159,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.3 sendSyncTestData の配置規則 > YAML,16,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,同ケースのYAML記述例（messages:のrecords／record_type: DATA）。Excel例（input-0068）と対をなすYAML対比としてMERGE。
input-0070,input-0070,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,161,168,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.3 sendSyncTestData の配置規則 > 制約・補足,8,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,配置パス規則・no列と送信順序の一致・errorMode:timeout／msgExceptionの挙動・N回送信時のヘッダとボディ件数という4点の補足。いずれもbatch-08のinput-0138（7.1配置規則）・input-0141（7.4 no行とerrorMode）・input-0142（7.5複数回送信）が抽象仕様として既に説明済みだが、書き方（抽象仕様）／記載例（用途別実例）の意図的な2ページ構成上、実例側にも同じ制約を再掲するのは想定内のため分割せずMERGE。
input-0071,input-0071,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,170,172,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.4 ステータスコードのデフォルト値 > (L2直下),3,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,「HTTP同期応答テストでステータスコードカラムを省略するケース」の導入文。判断ルール1により子セクションと同じdest_sectionへMERGE。
input-0072,input-0072,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,174,181,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.4 ステータスコードのデフォルト値 > Excel,8,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,RESPONSE_BODY_MESSAGES=REQ001のExcel記述例。7.4ケースの具体例として使用方法へMERGE。
input-0073,input-0073,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,183,194,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.4 ステータスコードのデフォルト値 > YAML,12,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,同ケースのYAML記述例（response_body_messages）。Excel例（input-0072）と対をなすYAML対比としてMERGE。
input-0074,input-0074,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md,196,197,NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.4 ステータスコードのデフォルト値 > 制約・補足,2,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,"ステータスコード列省略時にデフォルト値""200""が使用される旨の説明。batch-08のinput-0144（7.7ステータスコード）と同内容だが、記載例ページ側の実例注釈として想定内のためMERGE。"
current-0293,current-0293,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_http_send_sync.rst,4,23,リクエスト単体テスト（HTTP同期応答メッセージ送信処理）,20,user,,,,DROP,「同期応答メッセージ送信」との差分として、MockMessagingContext→MockMessagingClient・RequestTestingMessagingProvider→RequestTestingMessagingClientの用語読み替え表を示す本文。この表はbatch-10のinput-0027（ntf-doc-terms.mdの「HTTP同期応答メッセージ送信の用語読み替え」節、出典として本ファイルを明記済み）が既に同一の2行対応表としてリクエスト単体テスト（HTTPメッセージング）ページの使用方法へMERGE済みであり、実際の現行RSTと突き合わせても表の内容は完全一致する。本セクションに残る差分（RequestUnitTest_send_syncへの参照文・:ref:`message_httpSendSyncMessage_test`へ誘導するtip）はいずれも他ページへの導線のみで独自の実体的内容を持たず、判断ルール3に準じ非実体。よって本セクションとして新規に追加すべき情報がないためDROP。維持するのはinput-0027（現行RSTを出典に明記した要約表、batch-10で既にMERGE確定）とし、current-0293（同内容＋非実体的な導線のみ）を重複としてDROPする。
current-0351,current-0351,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/index.rst,4,10,リクエスト単体データ作成ツール,7,user,,,,DROP,「リクエスト単体データ作成ツール」index.rstの本文はtoctreeディレクティブ（01_HttpDumpTool・02_SetUpHttpDumpTool）のみで、説明文・前提事項等の地の文を一切含まない純粋なナビゲーションTOC。判断ルール3によりDROP（batch-08のcurrent-0160と同型の判断）。配下2ファイルの実内容は別途処理される想定。
