section_id,src_file,src_line,body_start_line,body_end_line,heading_path,lines,code_blocks,tables,figures
input-0133,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,398,399,402,NTF テストデータ リファレンス > 6. ファイルデータ > 6.4 可変長ファイル固有の仕様,4,0,0,0
input-0134,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,403,404,408,NTF テストデータ リファレンス > 6. ファイルデータ > 6.5 複数レコードレイアウト,5,0,0,0
input-0135,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,409,410,414,NTF テストデータ リファレンス > 6. ファイルデータ > 6.6 空ファイル,5,0,0,0
input-0136,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,415,416,418,"NTF テストデータ リファレンス > 6. ファイルデータ > 6.7 `""-""` 長フィールド",3,0,0,0
input-0137,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,419,420,431,NTF テストデータ リファレンス > 6. ファイルデータ > 6.8 エラーになるケース,12,0,0,0
input-0138,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,434,435,440,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.1 sendSyncTestData の配置規則,6,0,0,0
input-0139,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,441,442,475,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.2 FW 制御ヘッダフィールド,34,1,1,0
input-0140,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,476,477,480,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.3 HEADER / BODY MESSAGES の構造と件数制約,4,0,0,0
input-0141,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,481,482,493,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.4 no 行（フィールド名称行）と errorMode,12,0,0,0
input-0142,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,494,495,497,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.5 複数回送信,3,0,0,0
input-0143,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,498,499,501,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.6 メッセージの groupId 収集,3,0,0,0
input-0144,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,502,503,505,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.7 ステータスコード,3,0,0,0
input-0145,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,506,507,510,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.8 フォーマット定義ファイルの命名規則,4,0,0,0
input-0146,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,511,512,514,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.9 アサート方式の切り替え,3,0,0,0
input-0147,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,515,516,527,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.10 record_type の扱い,12,0,0,0
input-0148,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,530,531,553,NTF テストデータ リファレンス > 8. 値の書き方 > 8.1 値の種類と Excel / YAML 対比,23,0,1,0
input-0149,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,554,555,557,NTF テストデータ リファレンス > 8. 値の書き方 > 8.2 インタープリタチェーンの仕組み,3,0,0,0
input-0150,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,558,559,576,NTF テストデータ リファレンス > 8. 値の書き方 > 8.3 インタープリタ一覧,18,0,1,0
input-0151,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,577,578,580,NTF テストデータ リファレンス > 8. 値の書き方 > 8.4 DateTimeInterpreter の完全一致制約,3,0,0,0
input-0152,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,581,582,586,NTF テストデータ リファレンス > 8. 値の書き方 > 8.5 文字種生成の有効文字種,5,0,0,0
input-0153,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,587,588,595,NTF テストデータ リファレンス > 8. 値の書き方 > 8.6 BinaryFileInterpreter のパス基準,8,0,1,0
input-0154,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,596,597,607,NTF テストデータ リファレンス > 8. 値の書き方 > 8.7 日付型カラムの記述形式と境界値,11,0,0,0
input-0155,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,608,609,611,NTF テストデータ リファレンス > 8. 値の書き方 > 8.8 バイナリデータの記述,3,0,0,0
input-0156,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,612,613,615,NTF テストデータ リファレンス > 8. 値の書き方 > 8.9 X9/SX9 型フィールドの記述,3,0,0,0
input-0157,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,616,617,636,NTF テストデータ リファレンス > 8. 値の書き方 > 8.10 データ型マッピング,20,0,1,0
input-0158,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,639,640,645,NTF テストデータ リファレンス > 9. ディレクティブ > 9.1 ディレクティブの構成,6,0,0,0
input-0159,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,646,647,665,NTF テストデータ リファレンス > 9. ディレクティブ > 9.2 固定長ファイルのディレクティブ,19,0,1,0
input-0160,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,666,667,683,NTF テストデータ リファレンス > 9. ディレクティブ > 9.3 可変長ファイルのディレクティブ,17,0,1,0
input-0161,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,684,685,697,NTF テストデータ リファレンス > 9. ディレクティブ > 9.4 デフォルトディレクティブの DI 設定,13,0,1,0
input-0162,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,700,701,706,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.1 ヘッダの構造,6,0,0,0
input-0163,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,707,708,715,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.2 マーカーカラム,8,0,1,0
input-0164,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,716,717,722,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.3 エントリ単位のコメント,6,0,0,0
input-0165,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,723,724,727,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.4 要素途中からのコメント（Excel 固有）,4,0,0,0
input-0166,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,728,729,735,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.5 空エントリのスキップ,7,0,0,0
input-0167,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,2,2,10,NTF テストデータ読み込み機構 > (L1直下),9,0,0,0
input-0168,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,11,12,66,NTF テストデータ読み込み機構 > 1. 読み込みの4段階,55,2,1,0
input-0169,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,67,68,116,NTF テストデータ読み込み機構 > 2. データタイプと組み立て方の対応,49,1,1,0
input-0170,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,118,118,121,NTF テストデータ読み込み機構 > 3. 値の変換と整形 > (L2直下),4,0,0,0
input-0171,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,122,123,136,NTF テストデータ読み込み機構 > 3. 値の変換と整形 > ③ 共通変換：特殊記法を実値へ（全データタイプ共通）,14,0,1,0
input-0172,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,137,138,147,NTF テストデータ読み込み機構 > 3. 値の変換と整形 > ④ 個別整形：組み立て時にデータタイプごとに（値の整形・補完）,10,0,1,0
input-0173,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,148,149,158,NTF テストデータ読み込み機構 > 3. 値の変換と整形 > ③は不可逆、④は非破壊,10,0,0,0
input-0174,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,160,160,179,NTF テストデータ読み込み機構 > 4. 状態機械による組み立て（ファイル・メッセージ） > (L2直下),20,1,0,0
input-0175,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,180,181,207,NTF テストデータ読み込み機構 > 4. 状態機械による組み立て（ファイル・メッセージ） > 組み立て先のデータモデル（ファイル・メッセージ）,27,1,1,0
input-0176,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,209,209,213,NTF テストデータ読み込み機構 > 5. ヘッダ行＋データ行による組み立て（テーブル・LIST_MAP） > (L2直下),5,0,0,0
input-0177,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,214,215,225,NTF テストデータ読み込み機構 > 5. ヘッダ行＋データ行による組み立て（テーブル・LIST_MAP） > 組み立て先のデータモデル（テーブル・LIST_MAP）,11,0,1,0
input-0178,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,226,227,235,NTF テストデータ読み込み機構 > 6. 入口 API がまとめる単位,9,0,0,0
input-0179,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,236,237,249,NTF テストデータ読み込み機構 > 7. データブロックの選び方（Single / Group）,13,0,1,0
input-0180,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,250,251,256,NTF テストデータ読み込み機構 > 8. 再解析を避けるキャッシュ,6,0,0,0
input-0181,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,257,258,263,NTF テストデータ読み込み機構 > さいごに,6,0,0,0
input-0182,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,2,2,9,NTF テストデータ変換ツール 設計書 > (L1直下),8,0,0,0
input-0183,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,12,13,15,NTF テストデータ変換ツール 設計書 > 1. 何を作るか（背景と決定） > 解くべき課題,3,0,0,0
input-0184,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,16,17,33,NTF テストデータ変換ツール 設計書 > 1. 何を作るか（背景と決定） > 基準は「形式」ではなく「NTF 仕様上の意味」,17,1,0,0
input-0185,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,34,35,53,NTF テストデータ変換ツール 設計書 > 1. 何を作るか（背景と決定） > 保持するか捨てるかの判断基準,19,0,1,0
input-0186,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,54,55,61,NTF テストデータ変換ツール 設計書 > 1. 何を作るか（背景と決定） > 制約,7,0,0,0
input-0187,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,63,63,69,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > (L2直下),7,0,0,0
input-0188,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,70,71,92,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 判断 A：Excel 経路 — アダプタで再利用,22,0,1,0
input-0189,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,93,94,104,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 判断 B：YAML 経路 — 本体の構造解釈を再利用（本体器を空インタープリタで取得）,11,0,0,0
input-0190,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,105,106,115,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 特殊記法の扱い：形式に依存するか否かで分ける,10,0,0,0
input-0191,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,116,117,128,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 共通：器の中身を読む手段,12,0,1,0
input-0192,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,129,130,141,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 共通：器が正規化する値の原文復元,12,0,1,0
input-0193,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,142,143,153,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 重複実装を避ける：ロジックの共通化,11,0,1,0
input-0194,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,154,155,171,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 書き出し（OUT）の整形方針,17,0,1,0
input-0195,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,173,173,175,NTF テストデータ変換ツール 設計書 > 3. 構造 > (L2直下),3,0,0,0
input-0196,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,176,177,213,NTF テストデータ変換ツール 設計書 > 3. 構造 > 中間モデル,37,1,0,0
input-0197,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,214,215,271,NTF テストデータ変換ツール 設計書 > 3. 構造 > IN（形式 → 中間モデル）,57,1,0,0
input-0198,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,272,273,298,NTF テストデータ変換ツール 設計書 > 3. 構造 > OUT（中間モデル → 形式）,26,1,0,0
input-0199,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,299,300,326,NTF テストデータ変換ツール 設計書 > 3. 構造 > 利用の入口,27,1,1,0
input-0200,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,327,328,337,NTF テストデータ変換ツール 設計書 > 4. 品質担保,10,0,0,0
input-0201,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,340,341,349,NTF テストデータ変換ツール 設計書 > 5. 開発とバージョン展開 > 開発とリポジトリ分割の手順,9,0,0,0
input-0202,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,350,351,363,NTF テストデータ変換ツール 設計書 > 5. 開発とバージョン展開 > 過去バージョンへの展開,13,0,1,0
